,Entity,superregion2,iso3,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total carbohydrates,Total protein,Saturated fat,Monounsaturated fatty acids,Total omega-6 fat,Seafood omega-3 fat,Plant omega-3 fat,Dietary fiber,Added sugars,Calcium,Dietary sodium,Iodine,Iron,Magnesium,Potassium,Selenium,Vitamin A w/ supplements,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B6,Vitamin B9 (Folate),Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Zinc,Total Milk,Year,Diabetes prevalence (% of population ages 20 to 79),Continent,ObesityRate,Population (2021),Gross National Income Per Capita (2021),Unit,Supply_ All food groups,Supply_ All food groups (excluding beverages),Supply_ Cereals and their products,"Supply_ Roots, tubers, plantains and their products","Supply_ Pulses, seeds and nuts and their products",Supply_ Milk and milk products,Supply_ Eggs and their products,"Supply_ Fish, shellfish and their products",Supply_ Meat and meat products,Supply_ Vegetables and their products,Supply_ Fruits and their products,Supply_ Fats and oils,Supply_ Sweets and sugars,Supply_ Spices and condiments,Supply_ Beverages,Supply_ Foods for particular nutritional uses,Supply_ Miscellaneous
67,Equatorial Guinea,SSA,GNQ,91.03262623,147.326527,142.4655636,44.94367179,36.75476567,11.35659227,306.9139849,39.20140418,4.859364688,26.4118802,54.23699927,3.710021715,1.508645607,10.60496514,196.0602221,18.58594975,0.365712898,0.553651654,59.25087543,57.99244352,10.18460735,11.63137083,2.693569606,229.231031,794.0554213,29.07006821,3.097261825,533.6193038,1998.306316,73.57712601,9.482653348,288.6480788,2554.018469,95.24063326,1981.302852,1.05821139,1.236973617,13.46029694,1.41911032,226.608568,2.572470721,98.54313753,0.252598008,13.13702146,6.942209468,39.73304862,2021,5.5,Africa,17.19,1634466,12073.95993,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,Greece,HIC,GRC,77.04481125,91.27290131,80.21517186,13.61637801,13.93247269,7.386647498,21.24815501,34.26299,5.496068094,77.46769362,30.63756415,15.86139256,30.54258606,64.07707372,74.76228039,15.55767675,1.811902186,1.935522991,47.5175589,93.28199097,14.53386677,12.82484996,2.754946629,481.6231456,1554.854106,30.97315612,7.935510976,906.2700207,1674.617464,178.0420025,11.9411438,303.7835279,4125.94241,92.13404978,1005.790484,1.297293731,2.031987825,19.17648334,1.621849699,301.2019948,4.58790806,88.04553954,3.977131084,8.904327304,11.01384318,128.5707964,2021,6.4,Europe,27.6,10445365,29002.48545,kcal/cap/d,3349,6592,735,86,146,422,31,36,307,86,268,672,443,4,107,8,0
69,Grenada,LAC,GRD,121.4637868,252.2790454,16.08846616,59.58313969,28.53849921,0.031960767,247.5645256,23.12838172,9.824619264,23.53613704,24.76232362,29.91218076,6.439282482,17.42364501,211.8807072,23.44976223,0.12823555,0.413705873,56.08473874,57.08477775,11.60897022,7.274785651,2.64413646,326.8690091,685.3785025,20.63037369,7.055820486,721.6300186,2184.677089,156.8146285,11.17140794,306.3224901,1529.115132,118.6812125,898.2844797,1.025069341,1.117551777,17.14424071,1.283654207,330.969951,3.05621248,53.19811312,2.869314791,12.83719723,3.975426054,79.80623197,2021,12.6,North America,29.57,124610,13483.5774,kcal/cap/d,2614,5119,476,66,108,188,68,66,348,52,169,346,413,32,110,8,164
70,Guatemala,LAC,GTM,75.62632813,92.36276858,26.97589861,38.46544671,46.08551024,2.591573009,304.4036654,22.96206735,42.38140135,60.1928899,6.022893694,25.11557541,10.63962796,13.76073174,258.0630606,17.85664959,0.324420631,0.530946806,68.49458922,51.12373464,5.089805376,8.067314545,2.716728286,11.86918676,1002.451804,24.57297271,31.29372392,764.3918584,2615.674405,155.8203805,16.44960631,388.0551782,2155.805064,80.48232812,1349.257126,1.315958409,1.178564491,20.39969934,1.426812535,577.7653566,1.966106835,56.40645134,1.794409025,4.397374484,11.21419391,58.71032539,2021,13.1,North America,26.09,17608483,8723.285317,kcal/cap/d,2757,5471,1129,50,141,80,46,7,169,38,177,289,585,2,43,3,0
71,Guyana,LAC,GUY,202.8099233,145.0740916,31.70600361,48.05638328,21.36863616,8.293974565,266.4183068,4.776087893,71.03845379,46.08582401,43.37153964,22.96968319,7.56107146,15.77570388,289.6285153,21.86532242,0.53665903,0.517629177,59.6018402,75.43170475,9.543664017,15.48291353,2.392403642,62.36736172,384.126591,8.919130353,13.23845057,730.7818263,2230.751211,88.69123631,5.922242711,169.1128986,1973.719527,122.5915045,1651.639093,1.192995618,1.198841153,14.75369237,0.968522186,280.3069396,2.940732085,66.69023244,3.072732359,10.17192032,6.446043624,133.8821676,2021,11.7,South America,27.71,804567,22464.65734,kcal/cap/d,3194,6281,1005,347,121,229,4,46,302,166,217,155,375,88,107,6,26
72,Honduras,LAC,HND,88.83178087,29.4962778,41.47595256,35.92145578,41.10318199,4.595355129,238.7454637,25.02633176,58.28640113,31.75893799,12.15555059,26.12601541,9.266759772,2.829794756,350.7323889,26.04447518,0.230786976,0.533654262,58.92707637,57.65048628,9.751690315,10.58778015,2.541216651,38.35425499,592.0736112,18.02044295,20.28194013,707.6202954,2341.921184,125.2145249,6.679824034,261.4084287,1764.492634,110.8368104,1355.549766,1.200987607,1.22049272,17.58618081,1.201525054,299.5086593,3.159171405,87.62891764,2.816781274,8.032605943,6.560166227,75.00205491,2021,5.1,North America,28.79,10278345,5297.955301,kcal/cap/d,2667,5254,1115,43,116,116,14,10,164,12,46,541,386,1,80,1,21
73,Croatia,FSU,HRV,59.54896707,480.8424199,79.361317,45.26363678,8.222992543,8.864760311,172.8934387,58.08460984,112.2034833,252.3183443,38.99861483,29.20709952,29.78936585,89.06587505,79.30822086,23.70172547,1.461151055,0.702089899,48.46792906,90.04345389,13.47259483,13.34768928,2.588553473,1004.950746,776.9086952,36.37715086,12.27018867,768.7717052,3026.21076,108.6913554,12.74416275,236.4253198,2320.502358,26.77654085,1919.059695,1.074625362,1.446610621,25.85859746,1.810960994,189.8617777,3.871535795,102.4567778,4.692493609,10.07883296,6.399989434,228.4771848,2021,4.8,Europe,29.78,4060135,30132.28814,kcal/cap/d,3258,6298,757,66,65,317,30,35,390,153,103,596,524,5,218,NULL,NULL
74,Haiti,LAC,HTI,69.96613824,80.05295278,78.42908533,24.38115224,26.81576063,5.175603449,257.6536848,25.65982262,17.76219829,16.13738921,20.20947812,4.902141412,2.173362053,1.82685378,114.4431504,21.15054952,0.118951889,0.517726146,58.89798883,68.93862161,6.864059888,16.00108003,2.602930444,45.77238366,818.8502175,8.411460324,1.321210598,658.2047288,2009.527934,73.86705491,6.647856961,255.2897263,2068.08442,108.4012321,1584.81532,1.113874167,0.994067405,18.58260378,1.320901716,431.7036891,3.001350976,77.61134996,1.667294956,6.425309007,4.508790525,65.3267846,2021,8.9,North America,10.41,11447569,2847.500746,kcal/cap/d,2078,4066,981,151,107,28,2,11,110,17,130,178,267,0,89,1,6
75,Hungary,FSU,HUN,59.96207998,62.11959747,18.08310437,36.07628126,16.18350764,1.636510976,48.03649649,44.68694392,12.13477536,21.68484086,11.90208699,25.67706092,23.41582659,89.26610745,73.6365344,13.69154316,0.010947829,0.634744865,45.99730473,59.24735722,14.21108971,11.09385087,2.935431181,309.8592589,432.8513521,9.867902008,9.446536884,476.0007611,3668.593333,113.7814909,16.31057844,183.2769449,2285.791781,28.34789817,1214.427931,1.05901812,1.380324934,14.66238171,1.366478366,190.3664962,3.82766315,66.99124901,4.062362365,9.668610253,6.088458036,57.92206421,2021,7,Europe,31,9709786,32789.01063,kcal/cap/d,3421,6611,851,67,34,278,48,12,359,67,91,855,523,4,231,1,0
76,Indonesia,Asia,IDN,67.03697636,160.4630539,26.62950117,38.48040732,27.53286335,5.130886822,272.5721847,29.55672495,37.12337162,25.60848161,56.67640853,27.53042965,0.831445624,1.67935678,40.98659595,7.856434895,0.391277489,0.583624343,58.99473369,72.2717367,17.27188597,10.45586416,2.617444989,1709.039136,235.9591431,11.24638744,11.18871512,525.6741971,946.843135,100.2155189,12.6714713,213.2668227,1367.27124,113.6955659,508.4678422,1.056859261,1.190457288,7.705576766,1.402231115,171.4153737,3.034705128,54.13048732,5.348309424,8.112801143,6.000674623,42.74605432,2021,10.6,Asia,10.59,273753191,11466.06836,kcal/cap/d,2918,5829,1396,205,189,22,60,96,80,44,111,413,282,14,7,0,0
77,India,SAARC,IND,35.7867373,167.8131168,44.59941901,11.88078518,24.87558733,3.249819828,302.3881754,121.8493712,2.90899122,3.381259767,9.609010587,4.195337976,0.53267025,7.406591021,8.024515651,2.366029565,0.806868996,0.709753295,64.23413233,45.33098714,5.98686842,6.671664415,2.765406529,45.22682259,490.3846924,29.15491843,23.59184222,422.469357,2822.060507,89.55466416,11.40319547,399.9809063,1115.884089,80.87204984,375.0649455,1.041778286,0.652240366,13.43200714,0.832645891,109.2485236,0.907105782,61.69444396,2.182044123,10.60435036,6.092951705,91.33756753,2021,9.6,Asia,6.89,1407563842,6589.980037,kcal/cap/d,2570,5123,1352,58,201,197,14,16,22,72,86,296,208,30,17,0,0
78,Ireland,HIC,IRL,78.41567735,116.5843405,108.1637858,19.22572314,22.28649486,12.89694602,53.60858875,18.86849079,35.17411976,36.59400857,13.16360913,15.85990721,42.80377979,56.33701276,119.4681014,28.98514164,1.470610139,0.635225035,47.40691858,68.62657846,15.12580895,13.46020834,2.591067878,149.5277749,993.1796155,12.70883233,12.91994288,818.5743529,2412.648084,163.5641587,10.84464921,339.4717759,3732.493685,87.25898174,658.0353323,1.312982063,2.022888682,25.57058252,1.760164174,310.5487752,4.543454674,117.8626719,4.888369273,8.615230044,14.26673979,492.3196256,2021,3,Europe,27.99,4986526,76168.98443,kcal/cap/d,3862,7427,844,155,65,704,29,37,416,74,78,571,551,6,296,NULL,36
79,Iran,MENA,IRN,168.5904676,227.3344869,27.97892298,9.229101717,15.44733998,7.005007696,458.2620441,51.61423114,6.609457056,16.266049,8.71819784,14.39845875,11.49994928,70.79033319,106.9312525,4.82938543,0.065252128,2.289701202,58.93172142,68.09253188,10.26809564,9.732375283,2.831890008,340.6585967,970.4218223,24.79606009,11.72579539,760.116163,2695.01524,129.2006478,17.93637452,253.8653326,2922.466894,136.9532761,665.3576461,1.505264103,1.721474982,15.40860578,1.889134784,242.0983308,2.711557256,79.19580089,1.044424699,7.953670369,8.197076888,38.48878848,2021,9.1,Asia,23.86,87923432,13000.7117,kcal/cap/d,2895,5775,1439,40,130,68,31,25,137,54,228,401,320,7,16,0,0
80,Iraq,MENA,IRQ,102.9316185,115.9517951,42.09136142,36.42147408,36.19241047,12.65024613,353.6584538,9.381013783,38.64337673,54.11350823,26.44312449,106.1377852,23.45326047,49.34750187,212.3388625,26.73615104,0.573790223,0.566373162,55.75187441,84.56975857,9.72655635,16.19701405,2.745210023,14.83417153,852.3003197,14.99948521,4.135154326,543.1140849,2721.612576,136.3447034,18.67642249,295.6163759,1848.800721,163.9909361,369.6601018,1.20378382,1.249719594,22.52182956,1.681476304,215.5624501,3.341395043,98.09875727,1.205176818,8.493343429,7.699963674,88.13259248,2021,10.7,Asia,39.91,43533592,9977.249073,kcal/cap/d,2686,5359,1507,29,108,61,8,6,74,54,131,405,269,4,13,5,12
81,Iceland,HIC,ISL,76.08129556,69.34033337,26.61615369,102.1170386,5.356172224,1.369107051,98.29084176,74.59464893,24.19842405,59.64512852,46.70317774,19.09270585,35.50699429,63.55864014,138.8013715,45.09489349,1.159749831,0.69394581,47.94149,91.00958598,16.30970257,15.64695102,2.473079133,995.5590273,1436.409853,14.6783829,29.45607683,1056.981548,2500.120489,176.5663507,8.074680015,293.6818936,2786.416019,91.86113909,1615.949868,1.133094162,1.793482412,20.09080227,1.750828413,199.5385365,4.608935757,93.55730879,4.21095631,14.65307354,10.65163625,320.3788791,2021,5.5,Europe,20.94,370335,55782.04981,kcal/cap/d,3651,7063,666,68,61,519,34,173,482,56,122,470,664,12,239,4,81
82,Israel,MENA,ISR,133.9172492,83.34427855,131.9869367,54.50864278,70.62178394,27.84355092,220.7213848,52.87039075,89.94809828,131.5184474,127.5076562,60.86270711,72.11118258,149.7062646,174.3705945,23.14254268,1.259144436,1.187259827,51.7761902,67.07388217,8.426686486,15.51779439,2.66754122,95.78146264,1690.146389,10.16353645,11.97666614,527.3059731,3086.384213,164.2668812,9.216879425,296.2078326,2307.449281,153.6645642,978.8742112,0.896701941,1.521064164,18.90829719,2.026827588,254.3426939,3.25813057,100.0829734,2.96354276,10.22696315,9.584247817,148.5256522,2021,8.5,Asia,22.4,8900059,41523.74319,kcal/cap/d,"c(3702, NA)","c(7318, NA)","c(970, NA)","c(64, NA)","c(219, NA)","c(335, NA)","c(42, NA)","c(41, NA)","c(455, NA)","c(128, NA)","c(194, NA)","c(582, NA)","c(552, NA)","c(11, NA)","c(86, NA)","c(4, NA)","c(17, NA)"
83,Italy,HIC,ITA,199.4181734,149.4391665,32.83887389,17.1753812,13.77096611,3.332183008,344.2685637,9.216768281,20.27248994,52.83380726,61.35198361,13.80860031,19.55907948,16.13547045,57.08451659,13.75850028,0.195174562,0.508680441,43.9359725,86.10663058,11.56558942,15.04320112,2.49805046,691.2638317,335.3474762,18.42005082,5.124664014,710.9570108,2449.455975,193.6859666,10.67604853,254.012135,2798.289078,84.79016982,620.3211961,0.885922343,1.622944562,14.84686237,1.501500332,153.1646689,4.478451266,81.87452045,1.580218904,6.04989472,9.104683763,102.7906658,2021,6.4,Europe,17.14,59240329,42839.51441,kcal/cap/d,3732,7309,1090,80,134,404,40,52,330,63,167,862,348,2,155,6,0
84,Jamaica,LAC,JAM,176.667558,148.8582858,20.12146172,42.39184482,11.36016342,3.091629587,247.6378785,21.95057048,13.66236628,12.34259765,46.58520334,26.59973382,9.801877121,15.9626422,331.881564,21.35663066,0.40028599,0.539407444,56.4134699,94.50051498,5.664317183,9.633321294,2.853967234,55.04581953,705.2840878,14.65911515,15.20360043,1350.351762,2340.473104,125.5559069,9.797566494,240.9720804,2202.182813,113.014963,1040.721555,1.132193562,1.260845039,18.4403243,1.380843965,326.583908,3.260751694,85.85067859,3.000526977,3.560959931,4.507758582,129.1072618,2021,11.1,North America,33.02,2827695,8834.47567,kcal/cap/d,2883,5671,895,271,66,163,11,55,255,71,116,360,447,62,94,4,11
85,Jordan,MENA,JOR,171.1468928,117.069028,23.79866026,22.50417843,25.9352443,10.50637125,322.5786713,23.93816427,40.2485218,54.67760674,53.97791241,27.12936116,15.5829148,35.43763665,294.1904192,36.70966642,0.99065049,0.804225892,61.93989149,80.36284031,8.403540672,6.483039795,2.659595782,17.03140787,1195.810089,53.61036353,25.52444902,871.8704366,4249.25416,17.35877102,15.63018812,171.28559,2453.098535,125.0920471,575.429159,0.944393159,1.10966631,10.15413317,1.393700197,214.3218787,3.281641642,138.1512808,0.502804433,6.448167915,5.688288858,118.0812253,2021,15.4,Asia,38.34,11148278,9923.714974,kcal/cap/d,2152,4273,697,50,118,118,8,10,157,75,69,457,343,6,30,4,12
86,Japan,Asia,JPN,108.9284363,282.6699545,20.09226673,9.328276271,58.93495087,2.412002197,409.38519,6.136583279,15.22669813,89.69737478,50.16628451,39.60071342,2.148778776,60.16199541,83.35597338,16.04200619,0.551800213,2.106854639,48.3144327,68.39349293,8.389263501,10.96220053,2.641442485,636.7749266,1466.737076,12.056981,3.432208829,511.9326585,3672.514767,134.3357964,7.410484584,159.2663954,2005.891415,118.2688314,497.1942353,0.80029591,1.455429376,10.2813044,1.008441549,203.0542279,7.265376175,77.89073002,4.474084701,14.67064201,5.380398086,76.14942829,2021,6.6,Asia,5.33,124612530,42274.29134,kcal/cap/d,2658,5208,961,56,141,124,69,93,245,75,49,415,298,16,108,NULL,9
87,Kazakhstan,FSU,KAZ,59.10806623,156.9830552,155.7922172,53.00316904,6.707600767,74.97572701,506.7528251,37.1097747,44.68218441,97.42151911,33.01734922,31.78931276,46.14205443,52.52955451,55.11731448,7.372502969,1.099790703,0.732807846,48.4638268,85.81511335,12.65557362,14.51532098,2.624431128,208.9787642,915.6083517,28.62201718,4.745552065,808.7421628,2894.521535,92.38339052,11.27588651,269.6055433,2947.882427,23.46671851,1027.987155,1.089541332,1.452743586,26.1730074,2.076252642,212.5736581,3.819287251,130.8973772,4.809722118,9.092585967,8.629994902,88.35120673,2021,6.6,Asia,18.12,19196465,23942.81837,kcal/cap/d,3366,6626,804,186,101,534,28,8,370,112,150,577,368,4,105,3,15
88,Kenya,SSA,KEN,104.9954323,246.9442197,30.67475728,59.13049355,27.99566656,0.581968772,248.6335314,12.70528314,0.904731057,14.76664327,10.80754083,3.545412556,1.064157102,4.867412366,26.06468572,15.73181543,0.370126229,1.755672488,63.79673851,51.98551066,10.10828937,13.51065265,2.519325683,16.70181763,512.0854728,23.37440217,3.15642565,735.1745589,891.5921703,58.10586793,10.24803289,276.0234034,2364.46243,90.39661752,753.8428832,1.041370758,1.233237836,10.56222401,1.35645029,290.0243831,0.628970596,99.52289667,4.019910804,5.76013047,7.626353609,94.50753927,2021,4,Africa,11.9,53005614,4473.570344,kcal/cap/d,2222,4420,964,132,148,170,5,6,54,38,109,246,324,1,24,0,1
89,Kyrgyzstan,FSU,KGZ,74.85924622,38.10873363,84.19274686,52.48737246,6.167567818,37.49402046,225.2348117,46.63492117,25.73865764,39.28932682,1.814589142,14.73812837,5.807739723,38.73591067,182.782215,11.30129189,0.890582486,1.088745813,51.5076854,72.46566836,10.48544161,21.94956418,2.494342468,15.88822764,583.7278687,8.41749102,14.72475973,740.4370878,2739.022972,74.78461076,10.22330071,203.9407448,2426.283109,22.35878761,1058.002205,0.998134425,1.290199441,19.19294207,1.566186371,211.9257079,3.549463983,85.6622744,4.016310049,13.94321463,6.539159423,57.51813932,2021,6.6,Asia,25.95,6527743,4566.303831,kcal/cap/d,2695,5329,970,191,188,423,17,2,213,130,58,189,242,4,62,1,5
90,Cambodia,Asia,KHM,48.95076868,117.853604,4.165139342,24.65000402,3.771161041,1.518010705,279.0366076,16.44577491,11.63322488,25.13105638,70.96134133,13.43865634,0.231536958,0.495813965,176.6663032,6.410205004,0.540527529,0.472747732,59.75630883,65.81285455,13.37437711,8.25634361,2.609632281,542.1701847,1059.217102,5.614602996,22.04119543,519.6552019,2764.917786,64.02757465,14.58298897,236.2103908,2492.235377,116.109395,1663.871221,1.107213993,1.309999987,15.11328882,1.234604266,224.5907017,2.914454031,68.59018778,3.045540722,11.86694615,8.375610649,22.03107192,2021,7.3,Asia,4.09,16589023,4078.697154,kcal/cap/d,2813,5518,1513,326,107,10,4,97,77,26,15,159,351,7,109,3,9
91,Kiribati,Asia,KIR,97.97045363,87.8752066,0.995191131,26.04005944,29.18734012,3.15928858,478.9608331,35.65622561,32.22546725,36.36993741,60.65739571,33.49877822,2.13001693,7.606610727,88.51955212,9.816759077,0.118749817,0.374803609,57.88407294,63.48993819,13.76005642,8.791222076,2.614964541,948.7360139,1062.682744,9.148706235,18.71406491,541.6543403,2687.136518,94.85059369,10.81843534,242.0376821,2521.169318,120.4046451,1803.20359,1.124352348,1.373393548,15.37511445,1.221323537,228.2075319,3.289746617,71.22333246,4.363192954,23.08197614,8.367135347,25.90261583,2021,22.1,Oceania,45.98,128874,4062.586034,kcal/cap/d,3102,6179,872,37,699,70,10,156,244,36,113,297,490,10,25,3,41
92,South Korea,Asia,KOR,96.418544,138.2241475,12.87465907,6.578068947,27.74644005,1.543809998,415.7971432,16.54071944,2.059575609,42.34707787,21.56414588,19.83755521,3.363578452,22.6582017,38.84672276,7.805378202,0.493072595,0.48900808,62.19053629,71.93840186,6.642574384,6.464044483,2.449850539,2491.126613,1501.011658,11.32109543,18.4583183,496.3899252,4238.947154,126.8148979,10.91272743,260.8306098,2668.227538,114.5801333,500.4001167,1.264442403,1.368649335,13.04299347,1.350959802,367.3953476,3.532170844,69.94472475,5.76483022,8.88305885,13.29686852,114.0932052,2021,6.8,Asia,6.89,51830139,44500.93187,kcal/cap/d,3398,6655,1077,39,151,56,45,94,364,192,74,679,472,13,142,NULL,NULL
93,Kuwait,MENA,KWT,56.93515683,109.0731141,356.9569113,20.20366222,45.22967159,25.10898962,283.1200539,19.90739794,37.50258959,26.42883946,70.29407561,43.89821834,23.62395844,75.80783456,396.3146555,27.30992629,1.063663428,0.93395196,53.05925676,57.09141134,11.4821522,11.1120184,2.618615652,94.82095379,1371.030352,28.26341302,11.10491678,686.2202579,3018.856789,183.7304797,11.50150383,340.7066905,3463.327325,160.4547948,1032.035239,1.416004456,1.676964256,20.12453722,1.650563787,382.3675931,4.314976073,290.0291713,2.872238413,12.90127408,11.15464026,229.4980926,2021,24.9,Asia,41.3,4250114,52919.76137,kcal/cap/d,3495,6942,1263,83,113,237,54,27,359,115,224,474,417,33,48,6,43
94,Laos,Asia,LAO,119.1101062,140.2977828,0.024086523,9.989885228,25.32293708,0.6858784,701.1617928,1.772556191,19.59300415,41.02877978,66.81093293,18.85197851,1.901215579,8.111823221,64.27320336,1.665723477,2.271364098,1.652865461,69.34993987,92.35514271,10.90062189,7.19318412,2.535997815,169.3613271,844.0713255,9.362475712,7.038508467,317.1879275,5656.614609,73.8650532,10.7951244,169.4628421,1919.785988,110.3688749,469.7209934,0.995289409,0.973457454,16.45053142,1.100170232,204.9884409,3.076368151,57.32357758,2.4164975,14.19113366,5.75748569,40.49346753,2021,6.2,Asia,7.61,7425057,0,kcal/cap/d,2719,5334,1535,126,67,14,7,57,171,151,192,107,157,19,104,0,14
95,Lebanon,MENA,LBN,227.2864172,350.6852476,62.00105274,17.68239299,27.5291317,43.15898874,454.1233534,25.55029356,11.2883174,24.11417373,12.19742076,16.5058922,23.93109131,76.5359406,258.0935444,16.91814954,0.497021054,0.967150977,43.07623203,129.8197234,11.23734631,22.36062795,3.044211477,0.721324118,1736.45265,31.18683311,11.63277445,1194.603054,3529.597938,39.22358455,26.16315973,409.1140638,8994.691971,202.3804283,548.2396712,1.7536912,2.460058988,61.57932954,2.204133252,332.9403688,4.757859549,131.4906504,2.305735507,13.48649098,15.74255732,90.90628766,2021,8,Asia,29.42,5592631,9525.831467,kcal/cap/d,2892,5701,1022,91,168,154,20,16,159,91,140,505,428,6,83,6,1
96,Liberia,SSA,LBR,49.57878222,121.4035094,4.364101037,33.36503661,9.481781546,2.466383281,347.8022111,10.67852018,45.92967631,24.53839282,58.53533932,8.483722504,1.375041727,5.202847121,269.8276027,17.94980185,0.130444855,0.476666556,59.48357762,59.63955334,11.83520219,10.4538398,2.67901488,31.99136022,740.6100128,20.83998671,5.771356732,535.7346744,2134.921657,97.57832356,22.49117048,278.6366922,2304.408636,93.70851586,1460.189166,1.08919212,1.348781932,13.63727573,1.444922349,234.9572836,2.27876488,88.23286271,1.152240472,9.686629503,8.199211074,34.61471144,2021,2.1,Africa,16.11,5193416,1288.74235,kcal/cap/d,2097,4158,1079,419,37,8,9,8,111,22,49,210,95,0,36,1,13
97,Libya,MENA,LBY,52.71599316,111.8645509,66.58499631,32.20467677,37.13346049,19.12310233,440.323008,14.8206337,16.40753222,36.83446001,32.15484061,29.0763642,17.64578576,62.83742421,234.1869689,24.30236896,0.645202025,0.966082833,54.54540913,54.43044731,13.14491409,13.32117672,2.566978764,20.50365884,626.2632243,28.88412372,10.69355991,544.2181488,3142.225169,141.1680597,8.059043256,183.8464783,1905.187292,160.3142794,1122.95325,0.933142313,1.35650523,28.43549832,1.520409592,212.3201593,3.768444435,85.04251298,0.151093901,9.967274701,4.037617374,125.3246146,2021,8.7,Africa,36.27,6735277,15335.712,kcal/cap/d,3179,6328,1157,44,125,234,33,46,220,107,236,516,377,23,31,11,19
98,Saint Lucia,LAC,LCA,76.60062094,91.6938988,20.07667604,74.18375996,57.18344816,0.508200913,123.461872,49.05465855,9.035051916,39.04394647,18.05440145,11.15266551,5.583050953,16.80133402,318.3367355,24.2836608,0.06208221,0.396244893,57.92579127,49.78111661,9.987407198,7.711882176,2.465311737,82.57818677,424.6281646,15.67092895,11.59810803,544.7227372,2324.330092,123.5779718,13.91900499,185.9972151,1254.927276,108.2066457,508.689684,1.041357079,1.067935547,14.04382022,1.106795639,271.9248791,3.024107841,44.23472258,2.617845658,11.95917742,4.159970099,83.55502849,2021,11.7,North America,32.67,179651,12048.30381,kcal/cap/d,2649,5060,830,96,141,96,27,64,446,23,79,207,357,12,239,2,31
99,Sri Lanka,SAARC,LKA,79.24246061,195.5844428,10.95836303,34.67697203,82.56439081,9.789659656,590.8685579,32.68421185,6.37242905,43.17924853,24.88905837,10.56250496,1.02941554,12.96486736,263.8888958,4.647744891,0.914030763,0.407219561,68.70458213,57.86810368,9.463509788,11.41006478,2.339372398,97.76767991,306.7481527,11.49265602,15.05175696,487.335281,2565.247196,119.6078052,19.6881554,281.5056514,1122.86895,107.1532951,1204.036971,0.378535023,0.406948075,16.16385485,1.322376327,96.09777513,1.886404012,46.04733117,1.871394066,6.398309817,7.61036162,144.0866664,2021,11.3,Asia,9.98,21773441,12578.22055,kcal/cap/d,2861,5707,1696,116,269,85,15,69,48,65,21,129,279,53,14,1,1
100,Lesotho,SSA,LSO,68.90879418,191.0532095,69.37691652,25.7669152,15.1637994,1.736541587,204.8565001,60.08790623,5.040353262,25.44288688,10.4712034,8.629577706,0.832947338,9.518246994,426.306738,13.91574208,0.202342188,0.624793672,59.53953052,55.32315032,11.67109033,10.43458979,2.631444215,5.782541581,624.2777174,40.93307893,16.60625885,546.7955195,2186.277177,79.43396496,33.43135066,289.5767255,2442.814218,83.82103091,393.9742299,1.121239457,1.321314478,13.92224191,1.502114554,249.6088673,2.221879195,95.08405362,2.347820352,12.21092468,8.252620986,56.28560475,2021,4.6,Africa,20.38,2281454,2700.435748,kcal/cap/d,2035,4008,1275,95,28,151,2,7,113,18,14,139,110,9,63,0,11
101,Lithuania,FSU,LTU,69.36158844,130.5037999,55.98955119,44.68684517,26.46735489,9.375177046,22.72888145,14.05288286,44.68830445,144.1367552,29.96045489,47.10855819,29.40477294,104.3895774,48.34024226,32.81596287,2.240620502,0.657763879,47.09448122,94.1654407,13.89089776,14.9009201,2.529168541,542.79992,569.3315379,17.52161637,14.17527074,908.5789192,2919.967641,117.1208425,10.88875285,297.1064133,3372.318153,26.66043808,1568.926495,1.311397914,1.680681708,20.06696613,1.751107312,284.6467917,3.94759656,75.51771382,5.234694179,11.05957443,11.9757298,631.2197457,2021,5.8,Europe,25.09,2786651,37931.30359,kcal/cap/d,3354,6434,1005,97,83,496,43,58,424,62,84,359,364,4,273,2,0
102,Luxembourg,HIC,LUX,85.93421675,95.35085381,114.8395413,25.11669102,9.871976892,0.109182982,149.6321659,30.67459156,95.29174586,98.01908218,30.04185111,32.84524313,41.01243486,56.49726053,126.996722,39.7711366,1.963371848,1.002426228,48.37097099,93.07455061,12.30534968,13.27165185,2.599835446,196.890797,797.9761059,38.40457097,14.07660862,761.0273643,2851.748522,200.8806732,11.97534727,338.5855305,3389.761876,91.37374134,900.3922582,1.282408313,1.880549759,26.67168797,1.801060028,265.6330429,4.593054368,115.2015,3.962980404,15.2054938,12.09863454,136.438113,2021,5.9,Europe,18.37,639321,84649.47467,kcal/cap/d,3473,6399,786,76,38,424,55,48,463,73,114,351,407,11,546,9,71
